filename	content_locations	use_xml	location_sentences	clean_content_loc	geocode_lat	geocode_lon	geocode_str	geocode_type
NEETU, PRASHNANI et al. - UNDERSTANDING CROP GROWING PATTERN	Bardhaman District of West Bengal	True	The study area includes a few blocks of Bardhaman District of West Bengal.	Bardhaman District of West Bengal	23.4595265	87.6186379	Bardhaman, West Bengal, India	APPROXIMATE
NEETU, PRASHNANI et al. - UNDERSTANDING CROP GROWING PATTERN	Bardhaman	True	The study area includes a few blocks of Bardhaman District of West Bengal.	Bardhaman	23.2324214	87.8614793	Burdwan, West Bengal, India	APPROXIMATE
NEETU, PRASHNANI et al. - UNDERSTANDING CROP GROWING PATTERN	south Bengal	True	Bardhaman district is situated in the central part of south Bengal.	south Bengal	22.9867569	87.8549755	West Bengal, India	APPROXIMATE
NEETU, PRASHNANI et al. - UNDERSTANDING CROP GROWING PATTERN	Birbhum, Murshidabad	True	It is surrounded by Birbhum, Murshidabad and Dumka of Jharkhand on the north, Nadia on the east, Hooghly, Bankura and Purulia on the south.	Birbhum, Murshidabad	24.1759039	88.2801785	Murshidabad, West Bengal 742149, India	APPROXIMATE
NEETU, PRASHNANI et al. - UNDERSTANDING CROP GROWING PATTERN	Nadia	True	It is surrounded by Birbhum, Murshidabad and Dumka of Jharkhand on the north, Nadia on the east, Hooghly, Bankura and Purulia on the south.	Nadia	23.4709656	88.55653099999999	Nadia, West Bengal, India	APPROXIMATE
NEETU, PRASHNANI et al. - UNDERSTANDING CROP GROWING PATTERN	Hooghly, Bankura	True	It is surrounded by Birbhum, Murshidabad and Dumka of Jharkhand on the north, Nadia on the east, Hooghly, Bankura and Purulia on the south.	Hooghly, Bankura	23.2312686	87.07838749999999	Bankura, West Bengal, India	APPROXIMATE
NEETU, PRASHNANI et al. - UNDERSTANDING CROP GROWING PATTERN	Purulia	True	It is surrounded by Birbhum, Murshidabad and Dumka of Jharkhand on the north, Nadia on the east, Hooghly, Bankura and Purulia on the south.	Purulia	23.2482587	86.49965460000001	Purulia, West Bengal, India	APPROXIMATE
NELSON, SETIYONO et al. - TOWARDS AN OPERATIONAL SARBASED RICE	Southeast Asia	True	         The 13 monitoring sites cover a range of environments, crop establishment methods, water management practices and varietal maturities that are typical of rice-growing areas in South and Southeast Asia.	Southeast Asia	-2.2179704	115.66283	South East Asia	APPROXIMATE
NELSON, SETIYONO et al. - TOWARDS AN OPERATIONAL SARBASED RICE	Cambodia (	True	Cambodia (Site 1, Takeo): In this area, farmers typically grow short-duration non-photoperiod-sensitive varieties (such as IR504) for the dry season, early wet season and recession rice.	Cambodia	12.565679	104.990963	Cambodia	APPROXIMATE
NELSON, SETIYONO et al. - TOWARDS AN OPERATIONAL SARBASED RICE	Angkor Borey	True	Monitoring was conducted in four locations (three from Angkor Borey and one in Prey Kabas District) during the recession rice of October 2012, to April 2013.	Angkor Borey	10.9920135	104.9768543	Angkor Borei, Cambodia	APPROXIMATE
NELSON, SETIYONO et al. - TOWARDS AN OPERATIONAL SARBASED RICE	Leyte East, Leyte West, Agusan del Norte	True	Philippines (Sites 2, 3, 4 and 13, Leyte East, Leyte West, Agusan del Norte and Nueva Ecija): These sites represent three geographic areas of the country—Luzon, Visayas and Mindanao, respectively—characterized by different rice cropping practices.	Leyte East, Leyte West, Agusan del Norte	11.0891039	124.8922824	Leyte, Philippines	APPROXIMATE
NELSON, SETIYONO et al. - TOWARDS AN OPERATIONAL SARBASED RICE	Visayas	True	Philippines (Sites 2, 3, 4 and 13, Leyte East, Leyte West, Agusan del Norte and Nueva Ecija): These sites represent three geographic areas of the country—Luzon, Visayas and Mindanao, respectively—characterized by different rice cropping practices.	Visayas	11	123.5	Visayas, Philippines	APPROXIMATE
NELSON, SETIYONO et al. - TOWARDS AN OPERATIONAL SARBASED RICE	Mindanao,	True	Philippines (Sites 2, 3, 4 and 13, Leyte East, Leyte West, Agusan del Norte and Nueva Ecija): These sites represent three geographic areas of the country—Luzon, Visayas and Mindanao, respectively—characterized by different rice cropping practices.	Mindanao	8.496129999999999	123.3034062	Mindanao, Philippines	APPROXIMATE
NELSON, SETIYONO et al. - TOWARDS AN OPERATIONAL SARBASED RICE	Nueva Ecija	True	Philippines (Sites 2, 3, 4 and 13, Leyte East, Leyte West, Agusan del Norte and Nueva Ecija): These sites represent three geographic areas of the country—Luzon, Visayas and Mindanao, respectively—characterized by different rice cropping practices.	Nueva Ecija	15.578375	121.1112615	Nueva Ecija, Philippines	APPROXIMATE
NELSON, SETIYONO et al. - TOWARDS AN OPERATIONAL SARBASED RICE	San Jose, Sto	True	The four municipalities monitored in Nueva Ecija were San Jose, Sto.	San Jose, Sto	37.3382082	-121.8863286	San Jose, CA, USA	APPROXIMATE
NELSON, SETIYONO et al. - TOWARDS AN OPERATIONAL SARBASED RICE	Aliaga	True	Domingo, Talavera and Aliaga.	Aliaga	40.6725204	-0.702812	44150 Aliaga, Teruel, Spain	APPROXIMATE
NELSON, SETIYONO et al. - TOWARDS AN OPERATIONAL SARBASED RICE	Upper Pampanga River	True	They were classified as irrigated lowland, and they rely mainly on the release of irrigation water from the Upper Pampanga River Integrated Irrigation System (UPRIIS).	Upper Pampanga River	15.19396204693045	120.9526230587419	Pampanga River, Philippines	APPROXIMATE
NELSON, SETIYONO et al. - TOWARDS AN OPERATIONAL SARBASED RICE	Asia	True	         The 13 monitoring sites cover a range of environments, crop establishment methods, water management practices and varietal maturities that are typical of rice-growing areas in South and Southeast Asia.	Asia	34.047863	100.6196553	Asia	APPROXIMATE
NELSON, SETIYONO et al. - TOWARDS AN OPERATIONAL SARBASED RICE	Japan	True	Another project conducted by the Asian Development Bank and supported by the Japan Fund for Poverty Reduction aims to improve the quality and timeliness of rice crop area and production estimates and forecasts through SAR data [                   ].	Japan	36.204824	138.252924	Japan	APPROXIMATE
NELSON, SETIYONO et al. - TOWARDS AN OPERATIONAL SARBASED RICE	Europe, the	True	In Europe, the ERMES (An Earth Observation Model-based Rice Information Service) project aims to develop a prototype of downstream service dedicated to the rice sector based on assimilation of EO and in situ data within crop yield modeling [                   ].	Europe	54.5259614	15.2551187	Europe	APPROXIMATE
NGUYEN, CLAUSS et al. - MAPPING RICE SEASONALITY	Mekong Delta (	True	         The Mekong Delta (MKD), Vietnam’s southernmost region and home to over 18 million inhabitants, covers an area of about 40,000 km2 between 8.5 11.5 N and 104.5 106.8 E and consists of 13 provinces, as depicted in Figure 2.	Mekong Delta	10.063363	105.5943388	Mekong River Delta, Vietnam	APPROXIMATE
NGUYEN, CLAUSS et al. - MAPPING RICE SEASONALITY	Vietnam	True	         The Mekong Delta (MKD), Vietnam’s southernmost region and home to over 18 million inhabitants, covers an area of about 40,000 km2 between 8.5 11.5 N and 104.5 106.8 E and consists of 13 provinces, as depicted in Figure 2.	Vietnam	14.058324	108.277199	Vietnam	APPROXIMATE
NGUYEN, CLAUSS et al. - MAPPING RICE SEASONALITY	Mekong River, the	True	Due to its origin by accumulation of alluvial sediments from the Mekong River, the wide flat plain is mostly located below sea level and consists of fertile soils [                   ] and, like all deltas, it is vulnerable to a number of factors [                   ].	Mekong River	15.93358942004928	103.4492837629503	Mekong River	APPROXIMATE
NGUYEN, WAGNER - EUROPEAN RICE CROPLAND MAPPING	Greece, Portugal	True	           EU member countries followed by Greece, Portugal and France [                       ].	Greece, Portugal	39.39987199999999	-8.224454	Portugal	APPROXIMATE
NGUYEN, WAGNER - EUROPEAN RICE CROPLAND MAPPING	France	True	           EU member countries followed by Greece, Portugal and France [                       ].	France	46.227638	2.213749	France	APPROXIMATE
NGUYEN, WAGNER et al. - RICEPLANDTED AREA EXTRACTION BY TIME	Vietnam (	True	        Study area locates in the northern part of Vietnam (Lat.	Vietnam	14.058324	108.277199	Vietnam	APPROXIMATE
NGUYEN, WAGNER et al. - RICEPLANDTED AREA EXTRACTION BY TIME	Gulf of Tonkin,	True	105.3 – 107.1 E), western coastal zone of the Gulf of Tonkin, includes 10 provinces and covers 2 approximately 15,000 km .	Gulf of Tonkin	19.75	107.75	Gulf of Tonkin	APPROXIMATE
NGUYEN, WAGNER et al. - RICEPLANDTED AREA EXTRACTION BY TIME	East Asia coast,	True	RRD is the second largest riceproducing area of the country and one of the five largest rivers on the of East Asia coast, almost flat plain with most of the land below 20 m (Figure 2).	East Asia coast	38.7945952	106.5348379	East Asia	APPROXIMATE
NIHAR, PATEL et al. - SUGARCANE CROP TYPE DISCRIMINATION	Nanauta in the	True	The Kisan Sahkari Chini Mill (KSCM) Catchment located in the town of Nanauta in the district of Saharanpur, Uttar Pradesh was chosen as the area of interest for this study.	Nanauta	29.7141345	77.41568889999999	Nanauta, Uttar Pradesh 247452, India	APPROXIMATE
NIHAR, PATEL et al. - SUGARCANE CROP TYPE DISCRIMINATION	Saharanpur, Uttar Pradesh	True	The Kisan Sahkari Chini Mill (KSCM) Catchment located in the town of Nanauta in the district of Saharanpur, Uttar Pradesh was chosen as the area of interest for this study.	Saharanpur, Uttar Pradesh	29.9680035	77.55520659999999	Saharanpur, Uttar Pradesh, India	APPROXIMATE
NIHAR, PATEL et al. - SUGARCANE CROP TYPE DISCRIMINATION	Uttarakhand,	True	The districts of Uttarakhand, namely Dehradun and Haridwar neighbour Saharanpur by the North and the West, respectively; the Karnal and Ambala districts of Haryana border Saharanpur by the East and the District of Muzaffarnagar of Uttar Pradesh on the South.	Uttarakhand	30.066753	79.01929969999999	Uttarakhand, India	APPROXIMATE
NIHAR, PATEL et al. - SUGARCANE CROP TYPE DISCRIMINATION	Dehradun	True	The districts of Uttarakhand, namely Dehradun and Haridwar neighbour Saharanpur by the North and the West, respectively; the Karnal and Ambala districts of Haryana border Saharanpur by the East and the District of Muzaffarnagar of Uttar Pradesh on the South.	Dehradun	30.3164945	78.03219179999999	Dehradun, Uttarakhand, India	APPROXIMATE
NIHAR, PATEL et al. - SUGARCANE CROP TYPE DISCRIMINATION	Haridwar	True	The districts of Uttarakhand, namely Dehradun and Haridwar neighbour Saharanpur by the North and the West, respectively; the Karnal and Ambala districts of Haryana border Saharanpur by the East and the District of Muzaffarnagar of Uttar Pradesh on the South.	Haridwar	29.9456906	78.16424780000001	Haridwar, Uttarakhand, India	APPROXIMATE
NIHAR, PATEL et al. - SUGARCANE CROP TYPE DISCRIMINATION	Ambala	True	The districts of Uttarakhand, namely Dehradun and Haridwar neighbour Saharanpur by the North and the West, respectively; the Karnal and Ambala districts of Haryana border Saharanpur by the East and the District of Muzaffarnagar of Uttar Pradesh on the South.	Ambala	30.3752011	76.782122	Ambala, Haryana, India	APPROXIMATE
NIHAR, PATEL et al. - SUGARCANE CROP TYPE DISCRIMINATION	Haryana	True	The districts of Uttarakhand, namely Dehradun and Haridwar neighbour Saharanpur by the North and the West, respectively; the Karnal and Ambala districts of Haryana border Saharanpur by the East and the District of Muzaffarnagar of Uttar Pradesh on the South.	Haryana	29.0587757	76.085601	Haryana, India	APPROXIMATE
NIHAR, PATEL et al. - SUGARCANE CROP TYPE DISCRIMINATION	460	True	The mill catchment contains sugarcane fields from around 165 villages covering a total area of over 460 square kilometres with an average sugarcane field size being 0.4 acres.	460	0	0	Metro Express Line	APPROXIMATE
NIKAEIN, IANNINI et al. - ON THE VALUE OF SENTINEL1	Campinas in the São Paulo state, Brazil	False	The study area is situated near Campinas in the São Paulo state, Brazil.	Campinas in the São Paulo state, Brazil	-22.9099384	-47.0626332	Campinas, State of São Paulo, Brazil	APPROXIMATE
NIKAEIN, IANNINI et al. - ON THE VALUE OF SENTINEL1	São Paulo	False	The study area is situated near Campinas in the São Paulo state, Brazil.	São Paulo	-23.5557714	-46.6395571	São Paulo, State of São Paulo, Brazil	APPROXIMATE
NUMBISI, VAN, C, F et al. - DELINEATION OF COCOA AGROFORESTS USING	Inoubou Department in the	True	This study was conducted in the landscape of Bakoa (in the UTM zone 32N, and bounded This study was conducted in the landscape of Bakoa (in the UTM zone 32N, and bounded by the by the UTM coordinates 734280 m E 510975 m N and 747435 m N 501480 m E—a surface area of UTM coord2inates 734280 m E 510975 m N and 747435 m N 501480 m E—a surface area of 123.28 km2), 123.28 km ), which is located in the Bokito District of the Mbam and Inoubou Department in the which is located in the Bokito District of the Mbam and Inoubou Department in the center region of center region of Cameroon (Figure 1).	Inoubou Department	4.724355699999999	10.8903099	Mbam-et-Inoubou, Cameroon	APPROXIMATE
NUMBISI, VAN, C, F et al. - DELINEATION OF COCOA AGROFORESTS USING	Cameroon (	True	This study was conducted in the landscape of Bakoa (in the UTM zone 32N, and bounded This study was conducted in the landscape of Bakoa (in the UTM zone 32N, and bounded by the by the UTM coordinates 734280 m E 510975 m N and 747435 m N 501480 m E—a surface area of UTM coord2inates 734280 m E 510975 m N and 747435 m N 501480 m E—a surface area of 123.28 km2), 123.28 km ), which is located in the Bokito District of the Mbam and Inoubou Department in the which is located in the Bokito District of the Mbam and Inoubou Department in the center region of center region of Cameroon (Figure 1).	Cameroon	7.369721999999999	12.354722	Cameroon	APPROXIMATE
NURTYAWAN, SAEPULOH et al. - SATELLITE IMAGERY FOR CLASSIFICATION	Indramayu	True	        The study area was located in Indramayu district (107°52’-108°36’ BT and 6°15’-6°40’ latitude) (Figure 1).	Indramayu	-6.33731	108.3258329	Indramayu Regency, West Java, Indonesia	APPROXIMATE
NURTYAWAN, SAEPULOH et al. - SATELLITE IMAGERY FOR CLASSIFICATION	Java Islands	True	The location of Indramayu district which stretches along the north coast of Java Islands.	Java Islands	-7.614529200000001	110.7122465	Java, Indonesia	APPROXIMATE
OLDONI, PRUDENTE et al. - POLARIMETRIC SAR DATA FROM SENTINEL1A	Brazil	True	Two municipalities were selected in Brazil as test sites for this study (Figure 1).	Brazil	-14.235004	-51.92528	Brazil	APPROXIMATE
OLDONI, PRUDENTE et al. - POLARIMETRIC SAR DATA FROM SENTINEL1A	western Bahia state,	True	One is Luís Eduardo Magalhães (LEM), located in western Bahia state, and the other is Campo Verde, located in the southeastern of the Mato Grosso state.	western Bahia state	-11.4098737	-41.2808577	State of Bahia, Brazil	APPROXIMATE
OLDONI, PRUDENTE et al. - POLARIMETRIC SAR DATA FROM SENTINEL1A	Campo Verde,	True	One is Luís Eduardo Magalhães (LEM), located in western Bahia state, and the other is Campo Verde, located in the southeastern of the Mato Grosso state.	Campo Verde	-15.5454465	-55.16545259999999	Campo Verde, MT, 78840-000, Brazil	APPROXIMATE
OLDONI, PRUDENTE et al. - POLARIMETRIC SAR DATA FROM SENTINEL1A	Mato Grosso state	True	One is Luís Eduardo Magalhães (LEM), located in western Bahia state, and the other is Campo Verde, located in the southeastern of the Mato Grosso state.	Mato Grosso state	-12.6818712	-56.921099	State of Mato Grosso, Brazil	APPROXIMATE
OLDONI, PRUDENTE et al. - POLARIMETRIC SAR DATA FROM SENTINEL1A	Maranhão, Tocantins, Piauí,	True	This municipality is inserted in the MATOPIBA economic region, which is an important agricultural frontier that comprises parts of Maranhão, Tocantins, Piauí, and Bahia states.	Maranhão, Tocantins, Piauí	-11.4098737	-48.71914229999999	State of Tocantins, Brazil	APPROXIMATE
ORYNBAIKYZY, GESSNER et al. - CROP TYPE CLASSIFICATION USING FUSION	Brandenburg state	False	The study site (Figure 1) is located in Northern Germany and covers the territory of Brandenburg state with an area of 29,654 km2, where 45% is agricultural land [38].	Brandenburg state	52.1313922	13.2162494	Brandenburg, Germany	APPROXIMATE
OYOSHI, TOMIYAMA et al. - MAPPING RICEPLANTED AREAS USING TIMESERIES	Japan	True	According to the agricultural statistics published by the Ministry of Agriculture, Forestry and Fisheries (MAFF), Japan (2014), the area of rice planting in Japan was 2,280,000 ha in 2013.	Japan	36.204824	138.252924	Japan	APPROXIMATE
OYOSHI, TOMIYAMA et al. - MAPPING RICEPLANTED AREAS USING TIMESERIES	Yamagata Prefecture	True	Yamagata Prefecture located at the northeastern part of Japan is the seventh largest rice-planted prefecture in Japan with 88,300 ha in 2013.	Yamagata Prefecture	38.5370564	140.1435198	Yamagata, Japan	APPROXIMATE
OYOSHI, TOMIYAMA et al. - MAPPING RICEPLANTED AREAS USING TIMESERIES	Tsuruoka City,	True	Tsuruoka City, located in Yamagata Prefecture, was registered as Japan’s TDS site for Asia-RiCE (Fig.	Tsuruoka City	38.7271972	139.8267422	Tsuruoka, Yamagata, Japan	APPROXIMATE
PAGEOT, BAUP et al. - DETECTION OF IRRIGATED AND RAINFED	southwestern France, west of Toulouse (city)	True	The study site is a watershed (Adour Amont) located in the southwestern France, west of Toulouse (city).	southwestern France, west of Toulouse (city	46.823059	5.588682899999999	39230 Toulouse-le-Château, France	APPROXIMATE
PANIGRAHY, CHAKRABORTY et al. - EVALUATION OF RADARSAT SCANSAR SYNTHETIC	West Bengal State, India, Rice	True	The study area lies in West Bengal State, India, Rice is the most dominant crop of the area during rainy season (July-October).	West Bengal State, India, Rice	22.9867569	87.8549755	West Bengal, India	APPROXIMATE
PANIGRAHY, CHAKRABORTY et al. - EVALUATION OF RADARSAT SCANSAR SYNTHETIC	Bhagirahi River	True	Jute occupied 3-4 per cent area along the banks of Hughil and Bhagirahi River during May to August.	Bhagirahi River	30.2800408	78.49579399999999	Bhagirathi River, Uttarakhand	APPROXIMATE
PANIGRAHY, CHAKRABORTY et al. - EVALUATION OF RADARSAT SCANSAR SYNTHETIC	India (	True	Survey o f India (SOI) topographical maps on 1:50,000 scale were used to select Ground Control Points (GCPs) and to develop a map to image registration model for the July image.	India	20.593684	78.96288	India	APPROXIMATE
PANIGRAHY, JAIN et al. - IDENTIFICATION OF AMAN RICE CROP	Bangladesh	True	        To analyze the similarity of rice growing environment of Bangladesh and India To classify the rice areas of Bangladesh using appropriate signature from Indian rice areas.	Bangladesh	23.684994	90.356331	Bangladesh	APPROXIMATE
PANIGRAHY, JAIN et al. - IDENTIFICATION OF AMAN RICE CROP	India	True	        To analyze the similarity of rice growing environment of Bangladesh and India To classify the rice areas of Bangladesh using appropriate signature from Indian rice areas.	India	20.593684	78.96288	India	APPROXIMATE
PANIGRAHY, JAIN et al. - IDENTIFICATION OF AMAN RICE CROP	Ganges	True	Most of Bangladesh lies within the broad delta formed by the Ganges and Brahmaputra rivers and is exceedingly flat, low-lying, with fertile, alluvial soil.	Ganges	27.40364008716091	83.00912404576209	Ganges	APPROXIMATE
PANIGRAHY, JAIN et al. - IDENTIFICATION OF AMAN RICE CROP	Brahmaputra rivers	True	Most of Bangladesh lies within the broad delta formed by the Ganges and Brahmaputra rivers and is exceedingly flat, low-lying, with fertile, alluvial soil.	Brahmaputra rivers	26.47466716090462	92.53475131762805	Brahmaputra	APPROXIMATE
PAREKH, MEHTA et al. - RABI CROPPED AREA FORECASTING	Gujarat state, western India	True	Banaskatha is a district of Gujarat state, western India.	Gujarat state, western India	22.258652	71.1923805	Gujarat, India	APPROXIMATE
PAREKH, MEHTA et al. - RABI CROPPED AREA FORECASTING	Sirohi regions of Rajasthan State in north, Sabarkatha	True	(3.11% of Gujarat’s area), which is surrounded by Marwal and Sirohi regions of Rajasthan State in north, Sabarkatha district in the east, Mehsana district in the south and Patan district in the west.	Sirohi regions of Rajasthan State in north, Sabarkatha	24.8851548	72.8574558	Sirohi, Rajasthan 307001, India	APPROXIMATE
PAREKH, MEHTA et al. - RABI CROPPED AREA FORECASTING	Mehsana	True	(3.11% of Gujarat’s area), which is surrounded by Marwal and Sirohi regions of Rajasthan State in north, Sabarkatha district in the east, Mehsana district in the south and Patan district in the west.	Mehsana	23.5879607	72.36932519999999	Mehsana, Gujarat, India	APPROXIMATE
PAREKH, MEHTA et al. - RABI CROPPED AREA FORECASTING	Patan	True	(3.11% of Gujarat’s area), which is surrounded by Marwal and Sirohi regions of Rajasthan State in north, Sabarkatha district in the east, Mehsana district in the south and Patan district in the west.	Patan	27.6587525	85.3247183	Lalitpur, Nepal	APPROXIMATE
PAREKH, MEHTA et al. - RABI CROPPED AREA FORECASTING	Banas River	True	The district includes the area around the bank of Banas River.	Banas River	25.72178207551369	75.69839000299613	Banas River, Rajasthan	APPROXIMATE
PAZHANIVELAN, KANNAN et al. - RICE CROP MONITORING AND YIELD	India	True	Rice is the dominant crop among the three RIICE sites in India.	India	20.593684	78.96288	India	APPROXIMATE
PAZHANIVELAN, KANNAN et al. - RICE CROP MONITORING AND YIELD	Cuddalore District, the	True	In Cuddalore District, the samba season from mid-July 2013 to the first week of January 2014 was monitored.	Cuddalore District	11.611254	79.6502105	Cuddalore, Tamil Nadu, India	APPROXIMATE
PAZHANIVELAN, KANNAN et al. - RICE CROP MONITORING AND YIELD	Sivaganga, the	True	In Sivaganga, the samba season lasted from September 2013 to January 2014, with rice cultivated on 86% of the total cropped area.	Sivaganga	9.972577	78.5660852	Sivaganga, Tamil Nadu, India	APPROXIMATE
PAZHANIVELAN, KANNAN et al. - RICE CROP MONITORING AND YIELD	Thirupuvanam, Sivaganga, Manamadurai, Singampunari,	True	The transplanted system was practiced in the blocks of Thirupuvanam, Sivaganga, Manamadurai, Singampunari, Thirupattur, S. Pudur, Sakkottai, Kallal and Illayangudi.	Thirupuvanam, Sivaganga, Manamadurai, Singampunari	10.1840223	78.4264638	Singampunari, Tamil Nadu 630502, India	APPROXIMATE
PAZHANIVELAN, KANNAN et al. - RICE CROP MONITORING AND YIELD	S. Pudur, Sakkottai, Kallal	True	The transplanted system was practiced in the blocks of Thirupuvanam, Sivaganga, Manamadurai, Singampunari, Thirupattur, S. Pudur, Sakkottai, Kallal and Illayangudi.	S. Pudur, Sakkottai, Kallal	10.319064	78.4723528	S.Pudur, Tamil Nadu, India	APPROXIMATE
PAZHANIVELAN, KANNAN et al. - RICE CROP MONITORING AND YIELD	Illayangudi	True	The transplanted system was practiced in the blocks of Thirupuvanam, Sivaganga, Manamadurai, Singampunari, Thirupattur, S. Pudur, Sakkottai, Kallal and Illayangudi.	Illayangudi	9.6269504	78.62584009999999	Ilayangudi, Tamil Nadu 630702, India	APPROXIMATE
PAZHANIVELAN, KANNAN et al. - RICE CROP MONITORING AND YIELD	Sakkottai, Kannankudi, Devakkottai, Kallal, Kalayarkovil, Sivagangai, Manamadurai, Illayangudi	True	Later, the fields were converted into wet fields by irrigating from tanks and this type of cultivation was practiced in the blocks of Sakkottai, Kannankudi, Devakkottai, Kallal, Kalayarkovil, Sivagangai, Manamadurai, Illayangudi and Thirupathur.	Sakkottai, Kannankudi, Devakkottai, Kallal, Kalayarkovil, Sivagangai, Manamadurai, Illayangudi	10.3832867	78.800129	Pudukkottai, Tamil Nadu 622003, India	APPROXIMATE
PAZHANIVELAN, KANNAN et al. - RICE CROP MONITORING AND YIELD	Illayangudi, Devakkotai, Kannankudi	True	Directseeded rice cultivation mainly depends on rainfall and is mostly practiced in Illayangudi, Devakkotai, Kannankudi and Kalaiyarkovil blocks.	Illayangudi, Devakkotai, Kannankudi	9.9415975	78.9439123	Kannangudi, Tamil Nadu 630303, India	APPROXIMATE
PAZHANIVELAN, KANNAN et al. - RICE CROP MONITORING AND YIELD	Thanjavur	True	Thanjavur is popularly known as the ―Rice Bowl‖ of Tamil Nadu and ―Granary of South India‖ as it is the major district contributing to the food grain supply of the state.	Thanjavur	10.7869994	79.13782739999999	Thanjavur, Tamil Nadu, India	APPROXIMATE
PAZHANIVELAN, KANNAN et al. - RICE CROP MONITORING AND YIELD	Tamil Nadu	True	Thanjavur is popularly known as the ―Rice Bowl‖ of Tamil Nadu and ―Granary of South India‖ as it is the major district contributing to the food grain supply of the state.	Tamil Nadu	11.1271225	78.6568942	Tamil Nadu, India	APPROXIMATE
PAZHANIVELAN, KANNAN et al. - RICE CROP MONITORING AND YIELD	South India‖	True	Thanjavur is popularly known as the ―Rice Bowl‖ of Tamil Nadu and ―Granary of South India‖ as it is the major district contributing to the food grain supply of the state.	South India‖	12.2601557	77.1461396	South India	APPROXIMATE
QU, ZHAO et al. - CROP MAPPING FROM SENTINEL1 POLARIMETRIC	California	True	          California is the largest agricultural state in the United States of America (U.S.) [                       ].	California	36.778261	-119.4179324	California, USA	APPROXIMATE
QU, ZHAO et al. - CROP MAPPING FROM SENTINEL1 POLARIMETRIC	United States of America (U.S.)	True	          California is the largest agricultural state in the United States of America (U.S.) [                       ].	United States of America (U.S	37.09024	-95.712891	United States	APPROXIMATE
QU, ZHAO et al. - CROP MAPPING FROM SENTINEL1 POLARIMETRIC	Imperial, Southern California, at	True	          Study area 1 is situated in Imperial, Southern California, at 33 010N and 115 350W, covering a region about 10 km 10 km.	Imperial, Southern California	33.0113694	-115.4733554	Imperial County, CA, USA	APPROXIMATE
QU, ZHAO et al. - CROP MAPPING FROM SENTINEL1 POLARIMETRIC	Colorado Desert,	True	The area is in the Colorado Desert, with a tropical desert climate, which is very hot.	Colorado Desert	32.7266782	-113.0565419	Колорадо, Arizona, USA	APPROXIMATE
QU, ZHAO et al. - CROP MAPPING FROM SENTINEL1 POLARIMETRIC	Solano	True	          Study area 2 is situated in an agricultural district stretching over Solano and Yolo counties of California, Northern California, at 38 260N and 121 440W, covering a region about 10 km 10 km.	Solano	38.3104969	-121.9017954	Solano County, CA, USA	APPROXIMATE
QU, ZHAO et al. - CROP MAPPING FROM SENTINEL1 POLARIMETRIC	Yolo counties of California, Northern California, at	True	          Study area 2 is situated in an agricultural district stretching over Solano and Yolo counties of California, Northern California, at 38 260N and 121 440W, covering a region about 10 km 10 km.	Yolo counties of California, Northern California	38.7646021	-121.9017954	Yolo County, CA, USA	APPROXIMATE
QU, ZHAO et al. - CROP MAPPING FROM SENTINEL1 POLARIMETRIC	Mediterranean	True	The area has a Mediterranean climate, characterized by dry hot summers and wet cool winters [                       ].	Mediterranean	34.5531284	18.0480105	Mediterranean Sea	APPROXIMATE
RAJPOOT, SAXENA et al. - JUTE CROP PRODUCTION ESTIMATION	India	True	The district level area and production estimates are carried out in 3 major Jute growing states of India.	India	20.593684	78.96288	India	APPROXIMATE
RAJPOOT, SAXENA et al. - JUTE CROP PRODUCTION ESTIMATION	Assam, Bihar	True	The states are Assam, Bihar and West Bengal.	Assam, Bihar	26.1960626	86.4048088	Asam, Bihar, India	APPROXIMATE
RAJPOOT, SAXENA et al. - JUTE CROP PRODUCTION ESTIMATION	West Bengal	True	The states are Assam, Bihar and West Bengal.	West Bengal	22.9867569	87.8549755	West Bengal, India	APPROXIMATE
RAMADHANI, PULLANAGARI et al. - AUTOMATIC MAPPING OF RICE GROWTH	Ciherang, of	True	The wet season is from October to varieties, such as IR64, Ciherang, of glutinous rice are widely adopted in this area [19,21].	Ciherang	-6.586421899999999	106.7441048	Ciherang, Dramaga, Bogor Regency, West Java, Indonesia	APPROXIMATE
RAMADHANI, PULLANAGARI et al. - AUTOMATIC MAPPING OF RICE GROWTH	Karawang (	True	West Area consists of paddy area in three regencies, which are Karawang (96,482 ha), West Area consists of paddy area in three regencies, which are Karawang (96,482 ha), Subang Subang (84,228 ha), and Indramayu (115,555), with a total area of 310,265 ha [70] (Figure 2).	Karawang	-6.3227303	107.3375791	Karawang Regency, West Java, Indonesia	APPROXIMATE
RAMADHANI, PULLANAGARI et al. - AUTOMATIC MAPPING OF RICE GROWTH	Subang Subang (	True	West Area consists of paddy area in three regencies, which are Karawang (96,482 ha), West Area consists of paddy area in three regencies, which are Karawang (96,482 ha), Subang Subang (84,228 ha), and Indramayu (115,555), with a total area of 310,265 ha [70] (Figure 2).	Subang Subang	-6.568175600000001	107.7597051	Subang, Subang Regency, West Java, Indonesia	APPROXIMATE
RAMADHANI, PULLANAGARI et al. - AUTOMATIC MAPPING OF RICE GROWTH	Jatiluhur	True	Most of the area the area is irrigated paddy field from Jatiluhur area (258,633 ha), established on alluvial and lithosol is irrigated paddy field from Jatiluhur area (258,633 ha), established on alluvial and lithosol soil.	Jatiluhur	-6.5272426	107.4114955	Jatiluhur, Purwakarta Regency, West Java, Indonesia	APPROXIMATE
